Name,price,type,bairro,address,url,latitude,longitude,tipo_novo
Villasol,70,Brasileira,Perdizes,"Rua Ministro Ferreira Alves, 955, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/villasol-perdizes-zona-oeste,-23.5278333333,-46.6888333333,Brasileira
Bar do Jorge,40,Brasileira,Perdizes,"Rua Guiará, 342, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-do-jorge-perdizes-zona-oeste,-23.5333333333,-46.6913333333,Brasileira
Trajano Grill,30,Bifes,Lapa,"Rua Trajano, 89, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/trajano-grill-lapa-zona-oeste,-23.5211666667,-46.7016666667,Churrasco
Vem Q'Tem,35,Brasileira,Vila Leopoldina,"Rua Hayden, 286, Vila Leopoldina, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vem-qtem-vila-leopoldina-zona-oeste,-23.5308333333,-46.7348333333,Brasileira
Portal Verde,30,Brasileira,Perdizes,"Rua Professor Alfonso Bovero, 530, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/portal-verde-perdizes-zona-oeste,-23.5410000000,-46.6825000000,Brasileira
Faruk,25,Brasileira,Sé,"Rua Senador Feijó, 30, Sé, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/faruk-s%C3%A9,-23.5507527778,-46.6344388889,Brasileira
Pêra Maçã,50,Brasileira,Liberdade,"Avenida Liberdade, 121, Liberdade, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/p%C3%AAra-ma%C3%A7%C3%A3-liberdade-centro,-23.5540833333,-46.6354222222,Brasileira
WM,30,Brasileira,Lapa,"Rua Engenheiro Aubertin, 254, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/wm-lapa-zona-oeste,-23.5148333333,-46.7040000000,Brasileira
Café Geraes,25,Pastelaria,Perdizes,"Avenida Professor Afonso Bovero, 1369, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cafe-geraes-perdizes-zona-oeste,-23.5355000000,-46.6875000000,Pastelaria
Lanches Santa Catarina,24,Brasileira,Mooca,"Rua Sarapuí, 192, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanches-santa-catarina-mooca-zona-leste,-23.5651666667,-46.6070000000,Brasileira
Alquimia,80,"Pastelaria, Italiana",Perdizes,"Rua Raul Pompéia, 967, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/alquimia-perdizes-zona-oeste,-23.5335000000,-46.6901666667,Italiana
DuAmaro,40,"Sobremesa, Pastelaria",Perdizes,"Rua Desembargador do Vale, 1046, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/duamaro-perdizes,-23.5285000000,-46.6901666667,Pastelaria
União da Monte Santo,40,"Brasileira, Comida de bar",Mooca,"Rua Barão de Monte Santo, 103-B, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/uniao-da-monte-santo-mooca-zona-leste,-23.5671666667,-46.6001666667,Comida de bar
Lago Verde,35,"Brasileira, Fast food",Sé,"Rua José Bonifácio, 191, Sé, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lago-verde-s%C3%A9,-23.5488777778,-46.6360972222,Brasileira
Villa Mille,120,Italiana,Campo Belo,"Rua Barão do Triunfo, 368, Campo Belo, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/villa-mille-campo-belo,-23.6248333333,-46.6836666667,Italiana
Jardim da Pompéia,40,Brasileira,Perdizes,"Rua Tavares Bastos, 267, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jardim-da-pomp%C3%A9ia-perdizes-zona-oeste,-23.5350000000,-46.6858333333,Brasileira
Flor da Praça,25,Brasileira,Sé,"Rua Doutor Rodrigo Silva, 22, Sé, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/flor-da-pra%C3%A7a-s%C3%A9,-23.5519388889,-46.6353750000,Brasileira
Dona Fina,40,Brasileira,Saúde,"Rua Maquerobi, 54, Saúde, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dona-fina-sa%C3%BAde,-23.6121680000,-46.6385080000,Brasileira
Tortas de Corte,30,Sobremesa,Saúde,"Rua Caramuru, 170, Saúde, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tortas-de-corte-sa%C3%BAde,-23.6055550000,-46.6364910000,Sobremesa
Eliana Restaurante,30,Brasileira,Lapa,"Rua Doze de Outubro, 300, Lapa, Sâo Paulo",https://www.zomato.com/pt/sao-paulo-sp/eliana-restaurante-lapa,-23.5208050000,-46.7044800000,Brasileira
Encantos do Açai,30,Sobremesa,Perdizes,"Rua Diana, 103, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/encantos-do-a%C3%A7ai-perdizes,-23.5299940000,-46.6791890000,Sobremesa
Princess Café,40,Pastelaria,Penha,"Avenida Amador Bueno da Veiga, 196, Penha, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/princess-caf%C3%A9-penha,-23.5231120000,-46.5428190000,Pastelaria
Panificadora Colonial,35,"Brasileira, Comida de bar",Butantã,"Avenida Corifeu de Azevedo Marques, 509, Butantã, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/panificadora-colonial-butant%C3%A3,-23.5711390000,-46.7197380000,Comida de bar
Padre João,40,Brasileira,Penha,"Rua Perequê, 237, Penha, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/padre-jo%C3%A3o-penha,-23.5222850000,-46.5451110000,Brasileira
Milk Shake,30,Gelados,Vila Matilde,"Avenida Waldemar Carlos Pereira, 443, Vila Matilde, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/milk-shake-vila-matilde,-23.5428420000,-46.5212880000,Sobremesa
Rosa's Pães e Doces,20,"Brasileira, Padaria",Casa Verde,"Rua Waldemar Martins, 670, Casa Verde, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rosas-paes-e-doces-casa-verde-zona-norte,-23.4957472222,-46.6524861111,Padaria
Lanchonete Center,45,Brasileira,Pinheiros,"Avenida Brigadeiro Faria Lima, 1775, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-center-pinheiros-zona-oeste,-23.5728333333,-46.6900000000,Brasileira
Esquina do Pricu's,40,Brasileira,Pinheiros,"Avenida Deputado Lacerda Franco, 213, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/esquina-do-pricus-pinheiros-zona-oeste,-23.5630000000,-46.6906666667,Brasileira
Clube do Doce e Cia,50,"Brasileira, Pastelaria",Pinheiros,"Rua Deputado Lacerda Franco, 268, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/clube-do-doce-e-cia-pinheiros,-23.5658333333,-46.6926666667,Brasileira
Bola da Vez,30,Brasileira,Pinheiros,"Rua Cardeal Arcoverde, 2246, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bola-da-vez-pinheiros-zona-oeste,-23.5641666667,-46.6923333333,Brasileira
The Hill,45,Brasileira,Pinheiros,"Rua Cunha Gago, 252, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/hill-pinheiros-zona-oeste,-23.5661666667,-46.6910000000,Brasileira
Cardeal Boi,40,Brasileira,Pinheiros,"Rua Cardeal Arcoverde, 2281, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cardeal-boi-pinheiros-zona-oeste,-23.5643333333,-46.6925000000,Brasileira
"Galpão Wash, Oil & Beer",50,"Brasileira, Comida de bar",Vila Madalena,"Rua Mourato Coelho, 1329, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/galpao-wash-oil-beer-vila-madalena,-23.5566666667,-46.6921666667,Comida de bar
Espresso e Cia,40,"Pastelaria, Padaria, Brasileira",Pinheiros,"Edifício Barão de Água Branca, Avenida Brigadeiro Faria Lima, 1616, Pinheiros, São paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/espresso-e-cia-pinheiros,-23.5715000000,-46.6903333333,Padaria
Pastelaria Juniãos,20,"Brasileira, Fast food",Pinheiros,"Avenida Brigadeiro Faria Lima, 1077, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/pastelaria-juniaos-pinheiros-zona-oeste,-23.5681666667,-46.6941666667,Brasileira
Sol de Verão,32,Brasileira,Pinheiros,"Rua Baltazar Carrasco, 84, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sol-de-verao-pinheiros-zona-oeste,-23.5645000000,-46.6931666667,Brasileira
AF Uchoa,15,"Brasileira, Fast food",Pinheiros,"Rua Cardeal Arcoverde, 3010, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/af-uchoa-pinheiros-zona-oeste,-23.5706666667,-46.6951666667,Brasileira
Adega da Vila Cachaçaria,50,Comida de bar,Vila Madalena,"Rua Wisard, 558, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/adega-da-vila-cachacaria-vila-madalena,-23.5570000000,-46.6921666667,Comida de bar
Cantinho Arcoverde,30,Brasileira,Pinheiros,"Rua Cardeal Arcoverde, 2777, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cantinho-arcoverde-pinheiros-zona-oeste,-23.5681666667,-46.6950000000,Brasileira
Augustus,35,Brasileira,Pinheiros,"Galeria 1568 - Loja 24, Avenida Brigadeiro Faria Lima, 1568, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/augustus-pinheiros-zona-oeste,-23.5711666667,-46.6903333333,Brasileira
Eusébio Matoso,40,Brasileira,Pinheiros,"Avenida Eusébio Matoso, 638, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/eusebio-matoso-pinheiros-zona-oeste,-23.5715000000,-46.6966666667,Brasileira
Espaço D,30,"Pastelaria, Sobremesa",Pinheiros,"Shopping Vitrine Iguatemi, Avenida Brigadeiro Faria Lima, 1795/1821, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/espaco-d-1-pinheiros-zona-oeste,-23.5730050000,-46.6891930000,Pastelaria
Esfiharia Zattar,40,Árabe,Santana,"Rua Casa Forte, 467, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/esfiharia-zattar-santana-zona-norte,-23.4815000000,-46.6175000000,Árabe
Casa da Esfiha,30,"Brasileira, Árabe",Santana,"Rua Doutor Olavo Egídio, 256, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/casa-da-esfiha-santana-zona-norte,-23.5000000000,-46.6231666667,Árabe
D'Argento,45,Pizza,Jabaquara,"Rua palestina, 411, Vila mascote, Jabaquara, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/d-argento-jabaquara-zona-sul,-23.6441666667,-46.6696666667,Pizza
Casa do Mancha,80,Só bebidas,Pinheiros,"Rua Felipe de Alcaçova, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/casa-do-mancha-pinheiros,-23.5567590000,-46.6904910000,Bebidas
Tonk Club,70,Só bebidas,Pinheiros,"Avenida Brigadeiro Faria Lima, 490, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tonk-club-pinheiros,-23.5630630000,-46.6944510000,Bebidas
Blooming Garden,180,Internacional,Vila Mariana,"Matsubara Hotel, Rua Coronel Oscar Porto, 836, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/blooming-garden-vila-mariana-zona-sul,-23.5768100000,-46.6449590000,Internacional
Hicaro,40,Brasileira,Vila Matilde,"Rua Própria, 29, Cidade Patriarca, Vila Matilde, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hicaro-vila-matilde-zona-leste,-23.5316290000,-46.5021290000,Brasileira
Namy,55,"Brasileira, Japonesa",Pinheiros,"Rua Doutor Bianchi Bertoldi, 74, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/namy-pinheiros,-23.5687660000,-46.6906320000,Japonesa
Seu Vito,50,Brasileira,Pinheiros,"Rua Henrique Monteiro, 218, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/seu-vito-pinheiros,-23.5693760000,-46.6906960000,Brasileira
Raova,35,Brasileira,Pinheiros,"Rua Artur de Azevedo, 2116, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/raova-pinheiros,-23.5674880000,-46.6906530000,Brasileira
Passione,60,"Brasileira, Fast food",Pinheiros,"Rua Fernão Dias, 318, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/passione-pinheiros,-23.5634170000,-46.6953740000,Brasileira
Terra Rasa,60,Brasileira,Pinheiros,"Rua Butantã, 390, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/terra-rasa-pinheiros,-23.5706570000,-46.6984530000,Brasileira
Encanto Natural,40,Brasileira,Pinheiros,"Rua Butantã, 310, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/encanto-natural-pinheiros,-23.5701140000,-46.6978790000,Brasileira
Ricco Sabor,20,Brasileira,Pinheiros,"Rua Teodoro Sampaio, 2709, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ricco-sabor-pinheiros,-23.5675860000,-46.6934080000,Brasileira
Guela Seca,40,Brasileira,Pinheiros,"Avenida Brigadeiro Faria Lima, 846, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/guela-seca-pinheiros,-23.5661140000,-46.6947250000,Brasileira
Ilha do Sol,35,Brasileira,Pinheiros,"Rua Cardeal Arco Verde, 2810, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ilha-do-sol-pinheiros,-23.5684540000,-46.6951060000,Brasileira
Sabor Brasil,60,Brasileira,Pinheiros,"Rua Martim Carrasco, 90, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sabor-brasil-pinheiros,-23.5665760000,-46.6951320000,Brasileira
Aconchego,30,Brasileira,Pinheiros,"Rua Costa Carvalho, 555, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/aconchego-pinheiros,-23.5644000000,-46.6991720000,Brasileira
Tuarca,60,Brasileira,Pinheiros,"Rua Ferreira de Araujo, 330, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tuarca-pinheiros,-23.5605650000,-46.6979920000,Brasileira
Dets Restaurante,40,Brasileira,Pinheiros,"Rua Costa Carvalho, 533, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dets-restaurante-pinheiros,-23.5646760000,-46.6991720000,Brasileira
Augustus,35,"Brasileira, Fast food",Pinheiros,"Avenida Brigadeiro Faria Lima, 1568, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/augustus-pinheiros,-23.5714160000,-46.6907330000,Brasileira
MR. N,75,Brasileira,Santana,"Shopping Center Norte, Térreo, 120, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mr-n-santana,-23.5171680000,-46.6167750000,Brasileira
Por D'Sol,45,Brasileira,Pinheiros,"Rua Bianchi Bertoldi, 104, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/por-dsol-pinheiros,-23.5688333333,-46.6908333333,Brasileira
Sua Kasa,45,Brasileira,Pinheiros,"Rua Cunha Gago, 462, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/sua-kasa-pinheiros-zona-oeste,-23.5646666667,-46.6920000000,Brasileira
Londi Café,50,Brasileira,Pinheiros,"Rua Bianchi Bertuti, 33, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/londi-cafe-pinheiros-zona-oeste,-23.5695000000,-46.6905000000,Brasileira
Café Brasilis,15,Comida saudável,Pinheiros,"Avenida Brigadeiro Faria Lima, 1461, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cafe-brasilis-pinheiros-zona-oeste,-23.5701666667,-46.6931666667,Comida saudável
San Gero's,70,Brasileira,Vila Madalena,"Rua Fradique Coutinho, 1013, Vila Madalena, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/san-geros-vila-madalena,-23.5585000000,-46.6896666667,Brasileira
Lanches JV,20,Brasileira,Pinheiros,"Avenida Brigadeiro Faria Lima, 1068, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lanches-jv-pinheiros-zona-oeste,-23.5693333333,-46.6941666667,Brasileira
Belíssima,45,Brasileira,Pinheiros,"Rua dos Pinheiros, 1384, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/belissima-pinheiros-zona-oeste,-23.5680000000,-46.6910000000,Brasileira
Postinho da Vila,55,Brasileira,Vila Madalena,"Rua Fradique Coutinho, 1332, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/postinho-da-vila-pinheiros-zona-oeste,-23.5560000000,-46.6915000000,Brasileira
Lanchonete Purpurina,70,"Alemã, Brasileira",Vila Madalena,"Rua Purpurina, 403, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-purpurina-vila-madalena,-23.5543333333,-46.6918333333,Brasileira
Pilar,45,"Padaria, Brasileira",Pinheiros,"Rua Pedroso, 678, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/pilar-pinheiros-zona-oeste,-23.5641666667,-46.6910000000,Padaria
Café Italia,30,"Brasileira, Pastelaria",Pinheiros,"Avenida Pedroso de Morais, 777, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cafe-italia-pinheiros-zona-oeste,-23.5656666667,-46.6926666667,Brasileira
Marie Thénese,90,"Italiana, Francesa",Pinheiros,"Rua Fradique Coutinho, 1171, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/marie-thenese-pinheiros-zona-oeste,-23.5573333333,-46.6905000000,Italiana
Xamego,35,Brasileira,Santana,"Rua Gabriel Piza, 191, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/xamego-santana-zona-norte,-23.5020000000,-46.6241666667,Brasileira
Flaberoy,35,Brasileira,Liberdade,"Rua da Glória, 10, Liberdade, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/flaberoy-liberdade-centro,-23.5532500000,-46.6343305556,Brasileira
Recanto do Pinho,50,Brasileira,Vila Leopoldina,"Rua Paulo Franco, 523, Vila Leopoldina, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/recanto-do-pinho-vila-leopoldina-zona-oeste,-23.5353570000,-46.7252620000,Brasileira
Sabor Paraíso,40,Brasileira,Vila Mariana,"Rua Estela, 25, Paraíso, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sabor-paraiso-vila-mariana-zona-sul,-23.5773333333,-46.6410000000,Brasileira
Yu e Th,30,Brasileira,Liberdade,"Rua Taguá, 85, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/yu-e-th-liberdade-centro,-23.5601666667,-46.6365000000,Brasileira
Milkshake Sorvetes,15,Sobremesa,Liberdade,"Rua Siqueira Campos, 339, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/milkshake-sorvetes-liberdade-centro,-23.5641666667,-46.6358333333,Sobremesa
Bar do Aldo,15,Comida de bar,Liberdade,"Rua Tamandaré, 360, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-do-aldo-liberdade-centro,-23.5625000000,-46.6336666667,Comida de bar
Nemo's,25,Brasileira,Ipiranga,"Rua Vieira de Almeida, 208, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nemos-ipiranga-zona-sul,-23.5945000000,-46.6141666667,Brasileira
Doce Doçura,20,Sobremesa,Ipiranga,"Rua Bom Pastor, 676, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/doce-docura-ipiranga-zona-sul,-23.5913333333,-46.6070000000,Sobremesa
Plano C,40,Brasileira,Cambuci,"Avenida Lins de Vasconcelos, 1454, Cambuci, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/plano-c-cambuci-centro,-23.5760666667,-46.6233444444,Brasileira
Quaresma,30,Brasileira,Mooca,"Rua Ipanema, 492, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/quaresma-mooca-zona-leste,-23.5476666667,-46.6075000000,Brasileira
Taiyang,60,Chinesa,Pinheiros,"Shopping Eldorado - Piso 3, Avenida Rebouças, 3970, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/taiyang-pinheiros,-23.5728333333,-46.6956666667,Chinesa
Kamarote Bar,50,"Brasileira, Bifes",Jaguaré,"Avenida Corifeu de Azevedo Marques, 5772, Jaguaré, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/kamarote-bar-jaguar%C3%A9,-23.5550000000,-46.7525000000,Brasileira
Mosteiro,42,Brasileira,Pinheiros,"Rua Cunha Gago, 678, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mosteiro-pinheiros-zona-oeste,-23.5630000000,-46.6931666667,Brasileira
Villa Golden Cervejaria,90,"Brasileira, Comida de bar",Vila Madalena,"Rua Inácio Pereira da Rocha, 520, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/villa-golden-cervejaria-pinheiros-zona-oeste,-23.5611666667,-46.6913333333,Comida de bar
Cozinha Madalena,40,Brasileira,Vila Madalena,"Rua Aspicuelta, 450, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cozinha-madalena-pinheiros-zona-oeste,-23.5576666667,-46.6896666667,Brasileira
The Grill,40,Brasileira,Pinheiros,"Shopping Vitrine Iguatemi, Avenida Brigadeiro Faria Lima, 1795, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/the-grill-pinheiros-zona-oeste,-23.5730050000,-46.6891930000,Brasileira
Helous,50,Brasileira,Pinheiros,"Rua Diego Moreira, 137, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/helous-pinheiros-zona-oeste,-23.5700000000,-46.6928333333,Brasileira
Damasco,50,"Árabe, Italiana",Pinheiros,"Shopping Vitrine Iguatemi, Avenida Brigadeiro Faria Lima, 1795, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/damasco-pinheiros-zona-oeste,-23.5730050000,-46.6891930000,Italiana
Karen,65,"Chinesa, Marisqueira",Liberdade,"Rua Galvão Bueno, 664, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/karen-liberdade-centro,-23.5616666667,-46.6346666667,Chinesa
Pizzaria Julio's 3,55,Pizza,Alto de Pinheiros,"Rua Heitor Penteado, 1936, Alto de Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pizzaria-julio-s-3-alto-de-pinheiros-zona-oeste,-23.5426805556,-46.6955305556,Pizza
Ipizza,60,Pizza,Perdizes,"Avenida Pompéia, 1447, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ipizza-perdizes-zona-oeste,-23.5363333333,-46.6891666667,Pizza
Salumeria Tarantino,50,"Brasileira, Comida de bar",Pinheiros,"Rua Padre Carvalho, 227, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/salumeria-tarantino-pinheiros,-23.5618260000,-46.6964850000,Comida de bar
Wok to Go,60,"Asiática, Japonesa",Pinheiros,"Avenida Brigadeiro Faria Lima, 1267, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/wok-to-go-pinheiros,-23.5688190000,-46.6917860000,Asiática
Rainha do Mercado,50,Brasileira,Pinheiros,"Mercado Municipal de Pinheiros - Box 77, Rua Pedro Cristi, 89, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rainha-do-mercado-pinheiros,-23.5656420000,-46.6924720000,Brasileira
Quintana Bar,90,"Brasileira, Bebidas",Vila Andrade,"Rua Doutor Fonseca Brasil, 107, Vila Andrade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/quintana-bar-vila-andrade,-23.6279390000,-46.7349460000,Brasileira
Alessandra Tonisi,20,Sobremesa,Pinheiros,"Shopping Eldorado, Avenida Rebouças, 3970, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/alessandra-tonisi-pinheiros,-23.5726640000,-46.6956410000,Sobremesa
Guacamole,80,Mexicana,Vila Madalena,"Rua Girassol, 354, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/guacamole-vila-madalena,-23.5555030000,-46.6889730000,Mexicana
Dom da Villa,50,Só bebidas,Pinheiros,"Rua Fradique Coutinho, 1048, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dom-da-villa-pinheiros,-23.5581830000,-46.6898200000,Bebidas
Melona,60,Brasileira,Pinheiros,"Galeria 1568, Avenida Brigadeiro Faria Lima, 1568, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/melona-pinheiros-zona-oeste,-23.5715000000,-46.6910000000,Brasileira
Sad Lanches,35,Brasileira,Pinheiros,"Rua Cardeal Arcoverde, 2830, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/sad-lanches-pinheiros-zona-oeste,-23.5688333333,-46.6950000000,Brasileira
Santo Suco Lancheteria,45,Brasileira,Pinheiros,"Rua Cunha Gago, 544, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/santo-suco-lancheteria-pinheiros-zona-oeste,-23.5641666667,-46.6926666667,Brasileira
Piccolo Caffé,35,Pastelaria,Pinheiros,"Rua Deputado Lacerda Franco, 252, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/piccolo-caffe-pinheiros-zona-oeste,-23.5627430000,-46.6907170000,Pastelaria
Lua de Pinheiros,20,Brasileira,Pinheiros,"Rua Cardeal Arcoverde, 2821, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lua-de-pinheiros-pinheiros-zona-oeste,-23.5686666667,-46.6950000000,Brasileira
Na Brasa,60,Brasileira,Pinheiros,"Shopping Eldorado - Piso 3, Avenida Rebouças, 3970, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/na-brasa-pinheiros,-23.5728333333,-46.6958333333,Brasileira
Jasmin Chinese Cusine - PalmLeaf Hotels,70,Chinesa,Liberdade,"Palmleaf Hotels, Rua Galvão Bueno, 700, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jasmin-chinese-cusine-palmleaf-hotels-liberdade-centro,-23.5620000000,-46.6348333333,Chinesa
Mac Dog's Pastel,25,"Americana, Fast food",Vila Mariana,"Multi Shopping Vila Mariana - Piso Superior, Rua Pelotas, 83, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mac-dogs-pastel-vila-mariana-zona-sul,-23.5820000000,-46.6438333333,Americana
Big Estação,40,"Brasileira, Comida de bar",Vila Mariana,"Rua Vergueiro, 10103, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/big-estacao-vila-mariana-zona-sul,-23.5788333333,-46.6398333333,Comida de bar
Figueroa Lanches,25,Brasileira,Vila Mariana,"Rua Bernardino de Campos, 102, Paraíso, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/figueroa-lanches-vila-mariana-zona-sul,-23.5726666667,-46.6428333333,Brasileira
Almeida Jr.,30,Brasileira,Liberdade,"Rua da Glória, 448, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/almeida-jr-liberdade-centro,-23.5571820000,-46.6341520000,Brasileira
